2016-08-04 00:02:18:947  INFO SYSTEM:mkdb.Worker.scheduled.29 - gametime update.curGameTime:11gametime:0
2016-09-08 15:57:38:422  INFO SYSTEM:main - register bean name=fire.pb.map.SFindTreasureResultDianKa
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.map.SItemToPos
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.map.SMineArea
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.map.SShowAreainfo
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.map.SWorldMapConfig
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.message.SStringRes
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.mission.SActiveChestConfig
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.mission.SActiveChestConfig4D
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.mission.SActivityQuestion
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.mission.SAllTaskLine
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.mission.Sbukefangqirenwu
2016-09-08 15:57:38:437  INFO SYSTEM:main - register bean name=fire.pb.mission.SGuideCourse
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SGuideCourseDianKa
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandFightConfig
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandPingJi
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandTask
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandTaskConfig
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLinepingji
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLineTask
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLineTaskConfig
2016-09-08 15:57:38:453  INFO SYSTEM:main - register bean name=fire.pb.mission.SLineTaskFight
2016-09-08 15:57:38:547  INFO SYSTEM:main - register bean name=fire.pb.mission.SMissionData
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.mission.SNewFunctionOpen
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.mission.SQuestCanAcceptList
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.mission.SQuestCanAcceptListDianKa
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.mission.Squestions
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.mission.SSpecialScenarioQuestConfig
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.npc.SActivityNpcPos
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.npc.SAllConds
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.npc.SBaoxiang
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.npc.SchoolMaster
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.npc.SFestivalGift
2016-09-08 15:57:38:562  INFO SYSTEM:main - register bean name=fire.pb.npc.SGatherConfig
2016-09-08 15:57:38:578  INFO SYSTEM:main - register bean name=fire.pb.npc.SHeroBaseInfo
2016-09-08 15:57:38:578  INFO SYSTEM:main - register bean name=fire.pb.npc.SHeroWeekFreeInfo
2016-09-08 15:57:38:578  INFO SYSTEM:main - register bean name=fire.pb.npc.SHireNpc
2016-09-08 15:57:38:578  INFO SYSTEM:main - register bean name=fire.pb.npc.SLeitaiLevel
2016-09-08 15:57:39:906  INFO SYSTEM:main - register bean name=fire.pb.npc.SMonsterConfig
2016-09-08 15:57:39:914  INFO SYSTEM:main - register bean name=fire.pb.npc.SMonstershowConfig
2016-09-08 15:57:39:916  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcNameRandom
2016-09-08 15:57:39:916  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcPreNameRandom
2016-09-08 15:57:39:916  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcServiceConfig
2016-09-08 15:57:39:916  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcServiceMapping
2016-09-08 15:57:40:025  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcShape
2016-09-08 15:57:40:057  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcShare
2016-09-08 15:57:40:072  INFO SYSTEM:main - register bean name=fire.pb.npc.SRefreshTimerNpc
2016-09-08 15:57:40:072  INFO SYSTEM:main - register bean name=fire.pb.npc.SRefreshTimerNpcDianKa
2016-09-08 15:57:40:072  INFO SYSTEM:main - register bean name=fire.pb.npc.SRide
2016-09-08 15:57:40:072  INFO SYSTEM:main - register bean name=fire.pb.npc.SRideItem
2016-09-08 15:57:40:072  INFO SYSTEM:main - register bean name=fire.pb.npc.SServiceConds
2016-09-08 15:57:40:135  INFO SYSTEM:main - register bean name=fire.pb.npc.SWildMonsterConfig
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.PetAttr
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.PetAttrModData
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.PetColumnConfig
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.PetLearnSkillRateConfig
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.PetNextExp
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.PetResetPointConfig
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.PetSynthesizeSkillRateConfig
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.SPetDepotPrice
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.pet.SShenShouInc
2016-09-08 15:57:40:166  INFO SYSTEM:main - register bean name=fire.pb.role.AttrModData
2016-09-08 15:57:40:182  INFO SYSTEM:main - register bean name=fire.pb.role.NextExpAndResMoney
2016-09-08 15:57:40:182  INFO SYSTEM:main - register bean name=fire.pb.role.Redirect
2016-09-08 15:57:40:182  INFO SYSTEM:main - register bean name=fire.pb.role.RoleConfig
2016-09-08 15:57:40:182  INFO SYSTEM:main - register bean name=fire.pb.role.RoleModData
2016-09-08 15:57:40:182  INFO SYSTEM:main - register bean name=fire.pb.role.Saddpointchange
2016-09-08 15:57:40:182  INFO SYSTEM:main - register bean name=fire.pb.role.SCreateRoleConfig
2016-09-08 15:57:40:182  INFO SYSTEM:main - register bean name=fire.pb.role.SEquipEffectConfig
2016-09-08 15:57:40:197  INFO SYSTEM:main - register bean name=fire.pb.role.SRoleNameData
2016-09-08 15:57:40:197  INFO SYSTEM:main - register bean name=fire.pb.role.SRoleRColorConfig
2016-09-08 15:57:40:197  INFO SYSTEM:main - register bean name=fire.pb.role.SRoleSymbolRepository
2016-09-08 15:57:40:197  INFO SYSTEM:main - register bean name=fire.pb.role.SServerMaxLevelConfig
2016-09-08 15:57:40:197  INFO SYSTEM:main - register bean name=fire.pb.role.SServiceExpConfig
2016-09-08 15:57:40:197  INFO SYSTEM:main - register bean name=fire.pb.role.SServiceLevelConfig
2016-09-08 15:57:40:197  INFO SYSTEM:main - register bean name=fire.pb.shop.DMarketFirstTable
2016-09-08 15:57:40:228  INFO SYSTEM:main - register bean name=fire.pb.shop.DMarketThreeTable
2016-09-08 15:57:40:228  INFO SYSTEM:main - register bean name=fire.pb.shop.DSGoods
2016-09-08 15:57:40:228  INFO SYSTEM:main - register bean name=fire.pb.shop.DSMallShop
2016-09-08 15:57:40:228  INFO SYSTEM:main - register bean name=fire.pb.shop.DSNpcSale
2016-09-08 15:57:40:228  INFO SYSTEM:main - register bean name=fire.pb.shop.MarketFirstTable
2016-09-08 15:57:40:260  INFO SYSTEM:main - register bean name=fire.pb.shop.MarketThreeTable
2016-09-08 15:57:40:260  INFO SYSTEM:main - register bean name=fire.pb.shop.SGoods
2016-09-08 15:57:40:260  INFO SYSTEM:main - register bean name=fire.pb.shop.SMallShop
2016-09-08 15:57:40:260  INFO SYSTEM:main - register bean name=fire.pb.shop.SNpcSale
2016-09-08 15:57:40:275  INFO SYSTEM:main - register bean name=fire.pb.shop.SPetShop
2016-09-08 15:57:40:275  INFO SYSTEM:main - register bean name=fire.pb.skill.SActionTime
2016-09-08 15:57:40:275  INFO SYSTEM:main - register bean name=fire.pb.skill.SAssistSkill
2016-09-08 15:57:40:275  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornConsume
2016-09-08 15:57:40:291  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornEffectSkill
2016-09-08 15:57:40:291  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornInfo
2016-09-08 15:57:40:307  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornMaxLevel
2016-09-08 15:57:40:307  INFO SYSTEM:main - register bean name=fire.pb.skill.SLifeSkill
2016-09-08 15:57:40:307  INFO SYSTEM:main - register bean name=fire.pb.skill.SLifeSkillCost
2016-09-08 15:57:40:307  INFO SYSTEM:main - register bean name=fire.pb.skill.SNuqiget
2016-09-08 15:57:40:307  INFO SYSTEM:main - register bean name=fire.pb.skill.SParticeSkillLevelup
2016-09-08 15:57:40:307  INFO SYSTEM:main - register bean name=fire.pb.skill.SPetSkillitem
2016-09-08 15:57:40:322  INFO SYSTEM:main - register bean name=fire.pb.skill.SPetSkillupgrade
2016-09-08 15:57:40:322  INFO SYSTEM:main - register bean name=fire.pb.skill.SPointCardParticeSkillLevelup
2016-09-08 15:57:40:322  INFO SYSTEM:main - register bean name=fire.pb.skill.SPracticeItemExp
2016-09-08 15:57:40:322  INFO SYSTEM:main - register bean name=fire.pb.skill.SSceneSkillConfig
2016-09-08 15:57:40:322  INFO SYSTEM:main - register bean name=fire.pb.skill.SSchoolSkillitem
2016-09-08 15:57:40:353  INFO SYSTEM:main - register bean name=fire.pb.skill.SSkillConfig
2016-09-08 15:57:40:353  INFO SYSTEM:main - register bean name=fire.pb.skill.SSkillInfoConfig
2016-09-08 15:57:40:385  INFO SYSTEM:main - register bean name=fire.pb.skill.SSubSkillConfig
2016-09-08 15:57:40:400  INFO SYSTEM:main - register bean name=fire.pb.SysConfig.SHotdeployClass
2016-09-08 15:57:40:400  INFO SYSTEM:main - register bean name=fire.pb.SysConfig.SSysconfig
2016-09-08 15:57:40:400  INFO SYSTEM:main - register bean name=fire.pb.team.DSTeamMatchInfo
2016-09-08 15:57:40:400  INFO SYSTEM:main - register bean name=fire.pb.team.SGuangHuanLevelup
2016-09-08 15:57:40:400  INFO SYSTEM:main - register bean name=fire.pb.team.STeamListInfo
2016-09-08 15:57:40:400  INFO SYSTEM:main - register bean name=fire.pb.team.STeamMatchInfo
2016-09-08 15:57:40:400  INFO SYSTEM:main - register bean name=fire.pb.team.SZhenFaeffect
2016-09-08 15:57:40:416  INFO SYSTEM:main - register bean name=fire.pb.timer.SScheculedActivity
2016-09-08 15:57:40:416  INFO SYSTEM:main - register bean name=fire.pb.timer.SScheculedActivityDianKa
2016-09-08 15:57:40:416  INFO SYSTEM:main - register bean name=fire.pb.title.SItemTitleConfig
2016-09-08 15:57:40:416  INFO SYSTEM:main - register bean name=fire.pb.title.STitleConfig
2016-09-08 15:57:40:416  INFO SYSTEM:main - register bean name=fire.pb.triggers.STriggerCondition
2016-09-08 15:57:40:432  INFO SYSTEM:main - register bean name=fire.pb.triggers.STriggerCondition4D
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=activity
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=battle
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=cross
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=forbid
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=fushi
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=game
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=item
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=market
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=message
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=npc
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=operlog
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=robot
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=school
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=serverid
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=skill
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=specialquest
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=sys
2016-09-08 15:57:40:447  INFO SYSTEM:main - register properties=task
2016-09-08 15:57:55:539  INFO SYSTEM:main - 将在 28684 秒后开始第一次EndOfDayTask
2016-09-08 15:57:55:539  INFO SYSTEM:main - 将在 28926 秒后开始第一次BeginOfDayTask
2016-09-08 15:57:56:571  INFO SYSTEM:mkdb.Worker.scheduled.52 - gametime update.curGameTime:-1gametime:11
2016-09-08 15:57:56:829  INFO SYSTEM:mkdb.Worker.procedure.26 - Server start clear timeout offline protocol.
2016-09-08 15:57:58:463  INFO SYSTEM:main - localhttpserver start port : 29300
2016-09-08 15:57:58:463  INFO SYSTEM:main - Charge Callback Server Thread Start!Listen at 0.0.0.0:8800
2016-09-08 15:57:58:463  INFO SYSTEM:main - ThreadPool init!initsize:8,maxsize:20,queue:1000
2016-09-08 15:57:58:526  INFO SYSTEM:main - SERVER OPENED! Current Local Id:2
2016-09-08 15:57:58:526  INFO SYSTEM:main - Config -usemysql:false
2016-09-08 15:57:58:526  INFO SYSTEM:main - 是否和合过服的服务器 is merger server = false
2016-09-08 15:57:58:541  INFO SYSTEM:mkio.Engine.1 - delivery connected
2016-09-08 15:57:58:573  INFO SYSTEM:mkdb.Worker..27 - plattype:1,serverid:1101961014
2016-09-08 15:57:58:573  INFO SYSTEM:mkdb.Worker..27 - Gs.isYingyongbao=false
2016-09-08 15:57:58:573  INFO SYSTEM:mkio.Engine.2 - Onlines start Listen:Mkio/192.168.29.161:37001-/192.168.29.161:37001@Provider
